Task_ID,Developer_ID,Task_Complexity,Work_Hours,Task_Duration,Errors,Stress_Level,Heart_Rate,Sleep_Quality,Multitasking,Deadline_Pressure,Cognitive_Strain
4365,140,Medium,11,3.640978999,4,High,94,Average,No,Low,185
4366,115,Medium,8,1.261268668,2,High,62,Good,No,High,150
4367,167,Low,7,2.728355038,0,Low,84,Average,No,Low,65
4368,198,Low,6,3.582677541,0,Low,91,Good,Yes,Low,60
4369,147,Low,7,0.622197651,1,Low,80,Good,No,Medium,75
4370,155,Medium,10,3.400770969,0,Low,73,Good,Yes,High,100
4371,163,High,11,1.937097976,0,High,90,Poor,No,High,165
4372,158,High,8,2.802911013,4,Low,67,Average,Yes,Medium,150
4373,189,Low,10,1.803415971,4,Medium,66,Good,No,Medium,140
4374,161,High,10,2.934306897,2,Medium,95,Average,Yes,High,160
4375,175,Medium,6,1.390032201,2,Low,94,Good,Yes,High,100
4376,110,High,10,0.576756899,4,Medium,78,Average,No,High,180
4377,188,High,7,3.817256302,2,Medium,61,Good,Yes,Low,145
4378,117,High,11,0.557287174,4,Low,64,Poor,No,Low,165
4379,118,Low,4,3.384347514,0,Medium,61,Average,Yes,Medium,70
4380,186,Low,8,1.091981577,2,Low,77,Average,No,Medium,90
4381,154,Low,7,1.8727708,0,Medium,74,Good,Yes,High,85
4382,181,High,5,3.378723318,1,High,75,Good,No,Medium,145
4383,125,Medium,6,1.220762526,2,Medium,71,Average,No,Low,120
4384,105,High,7,3.529976619,4,Medium,95,Good,No,Medium,165
4385,103,Medium,8,2.242156287,4,Medium,81,Average,Yes,Low,150
4386,128,High,10,1.78153712,1,High,87,Good,No,Medium,170
4387,158,Low,8,2.818532114,4,Low,99,Good,Yes,Low,110
4388,197,Low,5,1.694864027,0,Medium,81,Average,No,Low,75
4389,116,Medium,10,1.715509256,4,Medium,63,Good,Yes,High,160
4390,142,Medium,5,3.067342368,1,High,71,Average,No,High,125
4391,179,Medium,9,1.584412786,3,Low,80,Poor,Yes,Medium,125
4392,165,High,9,1.202704269,3,High,86,Good,Yes,Medium,185
4393,133,Low,7,3.326761448,0,Medium,82,Average,Yes,Medium,85
4394,107,Medium,4,3.318798618,3,Low,86,Good,No,Medium,100
4395,112,High,10,2.241549963,4,Medium,75,Average,Yes,Medium,180
4396,107,Low,11,2.343294657,1,Low,91,Good,Yes,High,95
4397,193,High,8,2.93626819,0,Low,95,Average,Yes,Medium,110
4398,195,High,11,2.282460021,3,Low,76,Average,No,Low,155
4399,199,Low,4,1.959639856,4,Low,77,Good,Yes,Low,90
4400,193,Low,10,3.982129677,4,Medium,86,Average,No,Low,140
4401,164,Medium,10,1.016741497,2,Low,66,Good,No,Low,120
4402,142,High,10,2.574547927,2,Low,97,Good,No,Medium,140
4403,138,Medium,10,3.600520591,1,Medium,79,Poor,Yes,Low,130
4404,180,Medium,4,2.905252644,0,Low,94,Average,Yes,Medium,70
4405,158,High,7,3.583231547,3,Low,92,Average,No,Low,135
4406,183,Low,6,1.677171521,3,Low,85,Good,Yes,Medium,90
4407,187,High,6,1.451975417,4,Medium,83,Poor,Yes,High,160
4408,185,High,6,3.479453354,3,Low,83,Poor,Yes,Medium,130
4409,192,Medium,5,1.879401017,1,Low,90,Average,Yes,High,85
4410,185,High,10,2.983888131,2,Medium,86,Average,No,Medium,160
4411,143,High,10,1.017120024,4,Low,68,Poor,Yes,Medium,160
4412,108,Low,8,3.145433439,0,Medium,61,Good,No,High,90
4413,136,Medium,5,2.421439272,4,Low,65,Poor,No,Medium,115
4414,173,Medium,8,1.44014074,3,High,90,Poor,Yes,High,160
4415,135,Low,11,2.230763874,1,Medium,84,Average,No,Low,115
4416,191,High,9,2.93930269,0,High,75,Average,Yes,Low,155
4417,127,Low,8,0.541602431,4,Medium,65,Poor,No,Medium,130
4418,141,Medium,8,2.731134706,3,Medium,82,Good,Yes,High,140
4419,142,Medium,11,2.395567724,4,High,64,Poor,Yes,High,185
4420,184,Low,7,1.271001587,0,Low,76,Poor,Yes,High,65
4421,187,High,6,3.135433759,3,Medium,68,Good,Yes,High,150
4422,141,High,10,1.562113446,2,Low,85,Average,Yes,Medium,140
4423,165,Medium,5,1.46901326,0,Medium,72,Good,Yes,Medium,95
4424,154,Low,9,2.149264221,2,Low,66,Poor,No,Low,95
4425,171,Low,11,2.866523874,2,Medium,99,Poor,No,Medium,125
4426,147,Medium,5,3.750960916,3,High,77,Average,No,Low,145
4427,190,Low,10,0.994750351,4,Low,96,Good,Yes,Low,120
4428,121,Medium,7,1.887638423,4,High,83,Average,Yes,Medium,165
4429,126,High,8,0.734463574,1,Low,91,Average,Yes,High,120
4430,192,Medium,11,3.154927616,0,Low,66,Average,No,High,105
4431,166,High,9,2.067065114,0,Medium,79,Average,Yes,High,135
4432,112,Medium,6,2.974251973,3,Low,93,Average,No,High,110
4433,144,Medium,10,1.627680484,3,Medium,78,Good,No,Medium,150
4434,109,High,4,3.455110345,1,Low,73,Good,No,Medium,100
4435,199,Medium,4,2.371898274,1,Medium,91,Good,Yes,Medium,100
4436,108,High,7,3.802627376,2,Medium,68,Average,Yes,Low,145
4437,153,Low,6,0.775851237,1,High,95,Average,No,Low,110
4438,126,Low,4,2.299968886,4,Medium,85,Poor,No,Low,110
4439,133,High,4,3.182593361,2,Low,79,Average,No,High,110
4440,100,Medium,11,2.600534268,1,Low,88,Average,Yes,Medium,115
4441,131,High,11,0.581179491,4,High,75,Good,Yes,Medium,205
4442,188,High,10,3.903185374,4,Medium,90,Average,Yes,Medium,180
4443,192,Low,9,1.543922926,2,Medium,83,Average,Yes,High,115
4444,170,Medium,9,1.372472532,2,Medium,89,Good,No,High,135
4445,166,Medium,10,2.199809565,4,Low,67,Average,No,Low,140
4446,183,Medium,5,2.397553376,3,Medium,85,Average,No,Medium,125
4447,119,High,10,3.182008482,2,Medium,74,Poor,Yes,Medium,160
4448,193,Low,6,1.876457802,0,Low,69,Average,Yes,High,60
4449,134,Medium,4,2.039861318,3,High,95,Average,No,Medium,140
4450,198,High,9,2.372359706,0,Low,98,Poor,Yes,Medium,115
4451,190,Low,10,1.880354849,1,Medium,83,Average,Yes,Medium,110
4452,189,High,9,3.700918277,2,Low,67,Average,Yes,High,135
4453,177,Medium,9,3.479381883,2,Medium,60,Average,No,Low,135
4454,116,High,11,2.092407933,4,Low,69,Good,Yes,Medium,165
4455,117,Medium,5,0.500682018,2,Low,82,Average,Yes,Low,95
4456,144,Low,6,3.653270734,0,High,97,Average,Yes,Medium,100
4457,192,Medium,8,0.935178007,3,Medium,69,Good,Yes,Medium,140
4458,183,Low,9,1.355793453,1,Medium,92,Poor,No,Low,105
4459,152,High,6,1.033264495,3,Medium,90,Good,Yes,High,150
4460,190,Low,7,1.129354495,0,Low,97,Average,No,Low,65
4461,181,High,5,3.310071383,1,Low,72,Good,No,Low,105
4462,167,Medium,8,2.528255046,4,Low,94,Average,Yes,Low,130
4463,164,Medium,9,3.846333071,2,Medium,91,Average,Yes,High,135
4464,100,Low,10,1.310087293,2,High,81,Average,No,Low,140
4465,157,Medium,9,2.199722178,4,Low,66,Good,No,Low,135
4466,125,Medium,5,3.920999292,0,Medium,65,Average,Yes,Medium,95
4467,119,Low,11,3.3925523,4,Low,75,Average,Yes,High,125
4468,186,High,5,3.050154877,0,Low,71,Average,Yes,Medium,95
4469,109,Medium,4,1.161413205,1,Medium,68,Good,Yes,Medium,100
4470,158,Medium,9,3.192918903,3,Low,99,Average,Yes,Medium,125
4471,174,Medium,11,1.716477929,3,Medium,64,Average,Yes,Medium,155
4472,140,Low,6,2.35687914,4,Low,62,Average,Yes,Medium,100
4473,104,High,5,2.632064246,2,High,95,Good,Yes,Medium,155
4474,164,Medium,5,2.63277299,4,Medium,69,Average,No,Medium,135
4475,116,Low,7,3.042832152,2,Low,67,Average,No,Medium,85
4476,121,Medium,7,2.815957324,4,Low,68,Poor,No,Medium,125
4477,197,Medium,7,0.739298078,4,Low,72,Good,Yes,Low,125
4478,140,Medium,5,2.100714591,3,Low,78,Average,No,High,105
4479,192,Medium,8,2.824075624,2,Medium,82,Average,Yes,High,130
4480,167,Low,11,1.535975438,3,High,83,Good,Yes,Medium,155
4481,168,Low,6,1.595698405,2,Low,62,Good,Yes,Low,80
4482,110,High,5,0.935986417,1,Medium,92,Average,No,Medium,125
4483,155,Low,10,1.965152451,1,Low,82,Good,No,High,90
4484,150,High,10,3.95390652,1,Medium,73,Good,No,Low,150
4485,120,Low,4,1.498617765,0,Low,78,Average,Yes,Medium,50
4486,198,High,10,2.360029124,3,High,92,Poor,Yes,Low,190
4487,175,Medium,11,3.101330385,3,Medium,82,Good,No,High,155
4488,125,Medium,11,0.547240448,1,High,86,Average,Yes,High,155
4489,118,Low,9,3.651538459,4,Low,71,Average,No,High,115
4490,159,Low,8,1.852925647,3,Medium,66,Good,No,High,120
4491,170,Low,8,3.541905953,2,Medium,95,Good,Yes,Low,110
4492,146,Low,6,0.636316806,3,Medium,77,Good,No,Low,110
4493,170,Medium,8,1.009822432,3,Low,75,Good,Yes,Medium,120
4494,125,Medium,6,1.628853091,2,High,73,Average,Yes,High,140
4495,139,Medium,10,1.709116206,1,High,80,Average,No,High,150
4496,104,High,8,3.467279781,1,Low,86,Average,No,Medium,120
4497,120,Medium,9,0.539203904,2,Medium,84,Good,Yes,Medium,135
4498,177,Medium,6,2.743891218,3,Low,97,Good,No,Low,110
4499,103,Medium,7,0.959593527,3,High,74,Good,No,High,155
4500,122,Medium,7,3.381254777,1,Medium,69,Average,Yes,Medium,115
4501,183,Medium,8,3.225006431,0,Low,89,Average,Yes,Low,90
4502,114,High,8,2.249723596,1,Low,68,Average,Yes,Medium,120
4503,192,Low,10,1.244405289,2,Low,87,Average,Yes,Low,100
4504,107,Low,6,2.720733868,0,Low,77,Good,Yes,High,60
4505,140,Medium,11,1.046904112,0,Low,70,Poor,Yes,Medium,105
4506,118,Low,10,1.165083274,2,Medium,97,Poor,No,Low,120
4507,145,High,11,2.693414658,4,Medium,61,Average,Yes,Low,185
4508,127,High,6,3.969299561,1,Medium,81,Average,Yes,Medium,130
4509,190,Low,9,3.61871293,3,Medium,82,Good,Yes,Medium,125
4510,167,Low,5,2.575875752,1,Low,79,Average,No,Medium,65
4511,114,Medium,7,2.384878691,2,Low,88,Average,Yes,Low,105
4512,198,Medium,5,3.99434708,3,Medium,85,Poor,No,Medium,125
4513,136,Low,5,2.415890017,4,Low,71,Good,Yes,High,95
4514,100,High,4,1.970407827,2,Low,88,Average,No,High,110
4515,166,Medium,6,3.683444375,1,Low,78,Average,No,Medium,90
4516,123,Medium,4,1.319645036,0,Medium,93,Average,No,High,90
4517,126,Low,11,0.841340966,2,High,86,Poor,No,Medium,145
4518,139,High,4,2.71931512,2,Medium,89,Good,No,Low,130
4519,162,Low,11,0.835473718,1,Low,96,Good,Yes,High,95
4520,160,High,5,1.806019879,4,High,90,Average,No,Medium,175
4521,135,Medium,4,1.98252085,1,Low,87,Average,Yes,High,80
4522,197,Medium,9,2.416383235,1,Medium,84,Average,No,High,125
4523,192,High,6,3.97080841,4,Low,65,Good,No,High,140
4524,123,High,5,1.273436032,4,High,66,Average,Yes,High,175
4525,123,Medium,6,1.815147325,2,Medium,65,Average,Yes,Medium,120
4526,103,Low,9,0.962840435,0,Medium,94,Average,Yes,Medium,95
4527,166,High,8,2.626647341,1,Medium,84,Average,Yes,Low,140
4528,133,Medium,4,3.046856138,0,Medium,80,Average,Yes,Medium,90
4529,156,Low,5,2.187268881,4,Low,76,Average,Yes,Medium,95
4530,148,High,11,1.360409439,4,Medium,85,Average,Yes,Low,185
4531,186,Low,7,2.673108942,1,Medium,76,Good,Yes,Medium,95
4532,152,Low,6,2.387052032,2,Medium,66,Average,Yes,Low,100
4533,122,Low,10,1.099150032,1,Low,84,Average,Yes,High,90
4534,168,Medium,9,1.919886652,2,Low,93,Average,No,Medium,115
4535,194,Medium,4,2.023189821,3,Medium,85,Average,Yes,High,120
4536,152,Medium,6,3.939162138,2,Medium,65,Average,Yes,Medium,120
4537,161,Medium,9,3.472500413,1,Low,69,Good,No,High,105
4538,140,Medium,6,3.070297759,1,Low,76,Good,No,Medium,90
4539,156,Medium,8,3.610719589,2,Medium,73,Good,Yes,Medium,130
4540,159,Low,10,3.07419542,0,Low,62,Average,No,Low,80
4541,153,High,9,3.661906493,2,Medium,75,Poor,No,Low,155
4542,169,Low,6,0.690935902,3,Medium,64,Average,Yes,High,110
4543,156,High,11,2.096231732,3,Low,82,Poor,Yes,High,155
4544,109,Low,10,3.114144173,0,High,86,Good,Yes,Medium,120
4545,139,High,8,2.541535288,3,Low,64,Average,Yes,High,140
4546,106,Low,8,1.113081575,1,High,96,Average,No,Low,120
4547,137,Low,8,1.691722303,0,Medium,97,Poor,No,High,90
4548,184,High,4,1.612210313,0,Medium,77,Good,No,Medium,110
4549,160,High,9,1.414714196,0,High,71,Average,Yes,Low,155
4550,183,Medium,6,1.700974437,2,Medium,80,Average,No,Low,120
4551,102,High,6,2.30198651,2,High,66,Poor,Yes,Medium,160
4552,150,Medium,10,3.492041587,0,Medium,76,Average,No,Low,120
4553,185,High,10,3.097114318,3,Medium,68,Average,No,Medium,170
4554,146,Medium,9,3.423373964,1,Medium,83,Average,No,High,125
4555,167,Medium,8,3.592613106,1,Low,70,Poor,Yes,Medium,100
4556,191,Medium,6,1.956526596,2,High,84,Poor,No,Medium,140
4557,175,Medium,6,1.711091994,4,Medium,96,Average,Yes,Medium,140
4558,137,High,8,0.701681836,0,Medium,66,Average,Yes,High,130
4559,135,Low,7,3.756720677,4,High,76,Good,No,Medium,145
4560,140,Low,7,0.730380563,1,High,78,Good,No,Low,115
4561,168,Medium,8,3.093974304,2,Low,80,Average,No,Low,110
4562,112,Medium,10,1.823379066,2,Medium,68,Average,No,Medium,140
4563,186,Low,4,3.820732711,2,Medium,67,Good,No,Low,90
4564,157,Medium,10,1.968607073,2,Medium,86,Good,No,Low,140
4565,149,High,10,3.35812923,2,High,82,Average,No,Low,180
4566,129,Low,11,1.489291913,0,High,69,Poor,Yes,Medium,125
4567,161,Medium,11,1.54681051,4,Medium,61,Good,Yes,High,165
4568,124,High,6,2.584317935,1,Low,66,Average,Yes,Medium,110
4569,126,Medium,10,3.992939218,1,Medium,61,Good,No,Low,130
4570,150,High,6,2.311503463,2,Medium,75,Average,No,High,140
4571,177,High,7,3.777080227,2,Low,65,Average,No,Medium,125
4572,156,Medium,10,3.251874399,2,Medium,75,Good,No,Medium,140
4573,146,Medium,8,3.2855251,3,Low,84,Average,Yes,High,120
4574,199,Medium,9,2.025859962,1,Medium,69,Average,Yes,High,125
4575,138,Medium,9,1.852897876,2,Medium,68,Average,Yes,High,135
4576,115,High,10,1.171726328,4,Low,91,Good,Yes,Low,160
4577,121,Medium,4,3.873794434,3,Medium,91,Good,Yes,Medium,120
4578,184,Low,10,3.857877644,0,Low,61,Poor,No,High,80
4579,153,Low,8,3.11473707,3,Medium,80,Good,Yes,Medium,120
4580,120,Low,7,1.536883574,3,Medium,62,Poor,Yes,Low,115
4581,171,Low,7,1.358128391,3,Medium,93,Average,No,Low,115
4582,115,High,10,3.960135848,4,Medium,88,Good,No,High,180
4583,158,Medium,11,0.732899853,1,Medium,79,Good,Yes,Medium,135
4584,130,Medium,6,3.452475022,2,Low,82,Average,Yes,Low,100
4585,141,Medium,5,1.744103002,4,Medium,96,Average,No,Medium,135
4586,173,High,4,1.966044019,4,Medium,67,Poor,Yes,Medium,150
4587,131,Medium,4,3.411921771,2,Low,95,Average,Yes,High,90
4588,158,High,5,0.817110556,3,Low,73,Average,Yes,Medium,125
4589,133,Medium,9,1.739593875,0,Low,82,Poor,Yes,High,95
4590,108,High,9,3.83208497,3,Low,86,Good,No,Low,145
4591,180,Medium,9,2.946730695,3,Medium,74,Average,Yes,Medium,145
4592,110,Low,7,3.142287077,1,Medium,94,Average,No,High,95
4593,195,Medium,8,3.151268553,3,Medium,81,Poor,Yes,Medium,140
4594,109,Medium,4,0.711995291,0,Low,95,Poor,Yes,Low,70
4595,185,Low,5,1.211226576,4,High,74,Poor,No,High,135
4596,116,Medium,6,2.219421396,3,Medium,91,Good,No,High,130
4597,167,Medium,10,1.788525814,4,Medium,77,Average,No,Low,160
4598,147,Low,6,1.938193026,1,Low,90,Average,Yes,Medium,70
4599,151,High,10,3.235065825,0,Medium,95,Average,No,Low,140
4600,124,Medium,7,0.551377323,2,Medium,84,Average,Yes,High,125
4601,120,High,4,2.811721742,2,Medium,69,Good,No,Low,130
4602,164,Medium,8,0.500385811,1,High,99,Good,No,Medium,140
4603,162,Medium,4,0.72070484,0,Medium,73,Poor,Yes,Medium,90
4604,188,Medium,10,1.929001419,4,High,85,Average,Yes,High,180
4605,150,Medium,9,3.443319819,1,Low,78,Average,No,High,105
4606,135,High,6,1.007485179,3,Low,89,Poor,No,Medium,130
4607,180,Low,4,2.441174932,4,Low,98,Average,Yes,High,90
4608,187,High,6,2.874768294,3,Medium,71,Good,No,Low,150
4609,165,High,5,1.303365095,3,Medium,90,Average,Yes,High,145
4610,114,Medium,5,2.293155893,4,Medium,77,Good,Yes,Medium,135
4611,195,High,6,3.689925491,3,Low,61,Average,Yes,High,130
4612,138,Medium,8,2.292799839,2,Low,73,Average,No,Low,110
4613,169,High,11,1.050630716,4,Low,79,Average,No,Medium,165
4614,100,High,8,2.697350038,1,Low,98,Average,No,High,120
4615,122,Low,11,2.57270063,2,Low,79,Average,Yes,Medium,105
4616,138,High,4,0.594341659,1,Low,93,Poor,No,High,100
4617,156,Medium,6,0.81708042,0,Low,93,Average,Yes,Medium,80
4618,180,Medium,7,1.048734743,1,Medium,96,Good,Yes,Low,115
4619,133,Medium,8,0.977011771,4,Low,62,Good,No,Medium,130
4620,140,Low,10,1.408130197,1,Low,94,Average,Yes,Low,90
4621,192,Medium,8,2.089368631,0,Low,92,Average,Yes,Medium,90
4622,172,High,9,1.801007043,3,High,78,Good,No,High,185
4623,112,Low,5,3.61727462,4,Medium,90,Good,No,Low,115
4624,169,Low,8,2.642382933,2,High,81,Average,No,Low,130
4625,105,Low,10,3.566505225,2,Medium,86,Poor,Yes,Medium,120
4626,183,Medium,8,2.344637637,1,High,97,Average,No,High,140
4627,151,High,10,0.814546647,2,Low,87,Good,Yes,High,140
4628,102,High,11,2.121506072,0,Low,80,Good,No,High,125
4629,180,High,9,3.377113914,2,Medium,79,Good,Yes,Low,155
4630,162,Medium,11,1.179363185,1,High,97,Poor,Yes,Low,155
4631,148,Low,10,0.819249976,2,High,72,Good,Yes,Medium,140
4632,175,High,8,1.653021584,3,Medium,88,Poor,Yes,Low,160
4633,146,High,9,1.861142407,3,Low,80,Good,No,Medium,145
4634,154,Medium,6,1.571901867,2,Low,92,Average,No,Medium,100
4635,163,Medium,6,0.97334275,4,Low,91,Average,No,Low,120
4636,164,High,5,1.377939509,2,Low,87,Average,Yes,Medium,115
4637,180,High,4,2.887988416,3,Low,73,Poor,No,High,120
4638,166,Medium,9,1.850749807,3,Low,81,Average,No,Low,125
4639,189,High,8,2.713923056,0,High,96,Average,Yes,Low,150
4640,114,Low,4,2.37706323,1,Low,93,Good,Yes,High,60
4641,199,Medium,6,2.42168529,0,Low,76,Average,Yes,Low,80
4642,131,Medium,8,1.369923453,4,Low,92,Poor,Yes,Medium,130
4643,195,Low,4,2.325400615,1,Low,92,Poor,No,High,60
4644,167,Low,9,0.582581499,2,Low,97,Average,No,Medium,95
4645,117,Low,9,2.011103098,2,Low,85,Poor,Yes,High,95
4646,182,Medium,4,2.504179881,4,High,98,Average,Yes,High,150
4647,142,High,10,1.136984675,3,Medium,66,Average,Yes,High,170
4648,134,High,9,1.397954772,2,Low,84,Good,Yes,Medium,135
4649,177,Medium,7,1.268358569,0,Medium,89,Average,No,Medium,105
4650,157,Medium,6,0.746952843,3,Low,92,Average,Yes,High,110
4651,132,High,5,1.717500624,2,Low,98,Good,Yes,High,115
4652,113,Low,5,3.926380183,3,Low,87,Average,No,Medium,85
4653,133,High,7,1.738581423,1,Low,77,Average,No,Low,115
4654,160,High,4,2.111878176,2,Medium,69,Good,No,Medium,130
4655,103,Low,9,2.785805378,2,Medium,61,Average,Yes,Low,115
4656,187,High,7,2.769742129,3,Low,73,Poor,Yes,Low,135
4657,158,High,7,3.82463243,1,Medium,72,Average,Yes,Medium,135
4658,128,Low,9,3.501474491,0,Low,60,Average,No,Medium,75
4659,182,Low,6,3.278827405,1,Low,91,Average,Yes,High,70
4660,105,Low,9,3.83069529,0,Low,84,Good,Yes,Medium,75
4661,196,Medium,11,1.307678849,4,Medium,69,Good,No,High,165
4662,148,Medium,9,2.659689681,1,Low,74,Average,Yes,High,105
4663,139,Medium,10,3.605188684,0,Medium,88,Poor,Yes,Low,120
4664,182,Low,8,2.684483554,3,Medium,76,Average,No,High,120
4665,164,High,4,3.920971661,0,High,99,Poor,Yes,Medium,130
4666,168,Medium,5,0.851234499,4,Low,82,Poor,No,Medium,115
4667,126,Low,5,2.03765676,0,Low,66,Poor,No,Medium,55
4668,179,Medium,7,3.920770178,1,Low,95,Good,No,High,95
4669,105,Medium,10,1.8284881,0,High,65,Good,No,Low,140
4670,112,Medium,7,3.088447313,1,Medium,61,Poor,Yes,Medium,115
4671,163,Low,7,0.606410154,4,High,91,Good,Yes,Low,145
4672,161,Low,4,2.931929901,0,Medium,64,Good,Yes,Low,70
4673,198,High,7,3.771193564,0,Medium,78,Good,Yes,Low,125
4674,118,High,7,1.839471998,4,Low,61,Poor,No,High,145
4675,175,Medium,8,0.574549433,0,High,82,Poor,Yes,Medium,130
4676,179,Medium,4,0.597684315,1,High,99,Poor,Yes,High,120
4677,142,Medium,6,3.62208157,2,Low,63,Good,No,High,100
4678,173,High,10,3.028806375,2,Low,63,Average,No,Low,140
4679,188,Medium,6,0.873402345,1,Medium,70,Poor,No,Low,110
4680,119,High,9,0.69106597,0,Low,79,Good,Yes,Medium,115
4681,194,Medium,8,3.316888773,1,High,73,Average,No,Medium,140
4682,167,Medium,5,3.334512215,4,Medium,94,Good,No,Medium,135
4683,143,Medium,9,0.921826439,1,Medium,73,Average,Yes,High,125
4684,122,High,6,1.555321414,2,Medium,62,Average,Yes,Medium,140
4685,101,High,4,3.230091226,3,Medium,74,Average,Yes,High,140
4686,121,Low,5,2.338942248,4,Low,80,Average,No,Medium,95
4687,156,Medium,11,3.848047013,0,High,61,Poor,Yes,Medium,145
4688,171,Medium,7,2.183719259,1,High,80,Poor,No,Medium,135
4689,106,Medium,4,2.869352781,4,Medium,69,Good,Yes,Medium,130
4690,177,High,5,2.28424178,2,Medium,86,Good,Yes,Medium,135
4691,155,High,6,3.800379235,0,Medium,78,Average,Yes,Medium,120
4692,166,High,9,1.895306822,1,Medium,71,Average,Yes,Low,145
4693,115,High,7,1.304287593,1,High,75,Poor,No,Medium,155
4694,182,Low,7,1.643218511,0,Low,67,Average,No,High,65
4695,150,High,10,3.484713215,3,Low,96,Average,Yes,Low,150
4696,181,High,4,2.242784972,3,High,84,Average,No,Medium,160
4697,179,Medium,9,1.739883062,4,Low,83,Average,Yes,High,135
4698,171,High,7,2.404910076,1,Medium,99,Average,No,Medium,135
4699,196,Low,5,0.966303975,4,Low,77,Average,No,Low,95
4700,111,High,10,0.518757566,0,High,80,Good,Yes,Low,160
4701,152,Medium,10,1.482046393,4,Medium,67,Average,No,High,160
4702,174,Low,8,2.617520019,1,High,78,Good,No,Low,120
4703,104,Medium,6,2.990882694,3,High,89,Average,Yes,Low,150
4704,126,Medium,4,3.393138382,3,Low,86,Poor,No,Medium,100
4705,111,Low,9,3.743322458,0,Medium,95,Poor,No,Medium,95
4706,116,Low,11,1.942393214,2,Medium,95,Good,Yes,High,125
4707,105,Medium,11,3.091808798,4,High,85,Average,No,Medium,185
4708,196,Medium,8,0.761355256,0,Low,79,Average,No,High,90
4709,104,High,11,0.701354996,3,High,73,Good,Yes,High,195
4710,156,High,8,0.936792972,1,Low,92,Average,Yes,Low,120
4711,127,Medium,4,2.069991842,1,High,68,Poor,No,Medium,120
4712,177,High,5,1.239485035,2,Medium,82,Average,Yes,High,135
4713,168,Medium,9,1.504237297,2,Medium,89,Average,Yes,Medium,135
4714,158,High,6,2.767580607,3,Low,87,Poor,Yes,Medium,130
4715,132,Low,4,1.754827626,2,Low,90,Average,Yes,Medium,70
4716,161,Medium,9,2.450800452,2,Low,85,Good,Yes,High,115
4717,149,Medium,8,1.943413149,1,Medium,95,Good,Yes,Medium,120
4718,118,Low,8,1.091392394,4,Medium,95,Average,No,High,130
4719,185,High,4,0.759069966,1,Medium,70,Average,Yes,High,120
4720,168,High,9,1.326810234,1,Low,71,Average,No,High,125
4721,165,Medium,8,0.701951643,3,Medium,61,Good,No,Medium,140
4722,193,Medium,4,2.66514186,3,High,99,Average,Yes,Low,140
4723,146,High,10,3.285011605,4,Medium,63,Good,No,High,180
4724,138,High,4,1.689092689,0,Low,91,Good,Yes,Medium,90
4725,167,Low,6,1.854888694,2,High,93,Average,No,High,120
4726,132,Medium,4,3.35666872,2,High,64,Good,Yes,High,130
4727,112,Medium,10,1.279145193,1,High,64,Average,Yes,Medium,150
4728,183,Medium,9,0.917060928,1,High,63,Average,No,High,145
4729,153,Low,9,2.253913411,4,Medium,71,Poor,Yes,Medium,135
4730,106,Medium,11,2.761665593,2,Low,94,Average,Yes,Medium,125
4731,178,High,8,2.598790488,1,Medium,96,Good,No,Low,140
4732,186,Medium,11,2.998555658,1,Medium,93,Average,No,High,135
4733,113,High,7,0.698629138,3,Low,87,Poor,Yes,High,135
4734,186,High,6,1.998705645,0,Low,66,Poor,Yes,Medium,100
4735,118,High,9,1.334996834,4,Low,99,Average,Yes,Medium,155
4736,153,Low,8,3.156924408,0,Medium,70,Average,No,Medium,90
4737,192,High,8,3.554556694,0,Low,91,Good,No,High,110
4738,119,Low,6,1.484675093,4,Medium,91,Good,Yes,Low,120
4739,128,Medium,11,0.833263277,2,High,90,Poor,Yes,Low,165
4740,123,Medium,6,1.386997867,1,Low,79,Average,Yes,Medium,90
4741,181,Medium,11,0.864029712,4,High,65,Average,Yes,Low,185
4742,162,High,8,1.628477581,1,Medium,77,Poor,No,Medium,140
4743,173,High,10,2.383695024,3,Low,80,Good,No,Medium,150
4744,156,Low,7,3.90788334,0,Low,62,Average,No,High,65
4745,107,Medium,10,1.89779589,3,Low,87,Average,Yes,Medium,130
4746,189,Medium,5,1.270139733,0,Low,87,Average,No,High,75
4747,161,Medium,10,1.083806091,2,High,91,Poor,Yes,Medium,160
4748,128,High,8,1.105639181,4,Medium,98,Average,No,Medium,170
4749,173,Medium,6,1.174091891,2,High,83,Average,Yes,High,140
4750,116,High,4,3.167934579,0,Medium,66,Average,No,High,110
4751,165,Low,4,0.71359699,3,Medium,78,Average,No,Medium,100
4752,105,Medium,6,3.990909474,0,Low,60,Average,Yes,High,80
4753,157,Medium,10,2.329402369,2,Medium,92,Good,No,High,140
4754,168,Low,6,2.40495163,2,Medium,92,Average,Yes,Medium,100
4755,127,Medium,5,1.751473575,3,Low,70,Poor,Yes,Medium,105
4756,161,High,9,2.915893758,3,High,82,Average,Yes,Medium,185
4757,140,High,11,2.150097193,2,Medium,87,Average,Yes,Medium,165
4758,168,Medium,6,1.651714497,0,High,76,Average,Yes,High,120
4759,181,Medium,11,1.427984413,0,Medium,69,Average,No,Low,125
4760,189,Low,11,3.739779224,4,Low,67,Good,Yes,Medium,125
4761,183,Low,4,1.518463303,2,Medium,68,Good,Yes,Low,90
4762,140,Medium,7,2.027376408,4,Low,78,Average,Yes,Medium,125
4763,148,Low,6,1.726194907,2,Medium,67,Poor,Yes,Medium,100
4764,190,High,5,0.801625896,4,Medium,64,Average,No,High,155
